ax,ay,az,gx,gy,gz
2.1548762629125324,1.5143752872901919,2.676037264796058,-4.604332980923067,3.7439982391611775,-4.214528392142069
0.9025754423879873,-1.3691011202116066,-1.6137125191224255,-0.6182155016444133,-4.175713819131572,-0.299646945728651
2.9291407520568846,-1.4932227904821458,-3.3684101819599066,-3.857195832918653,-0.44347512922272436,-0.9050315150967165
2.285998640537537,-0.004387907763229393,3.0793675617162837,4.509978809366592,0.9539847234250587,4.14873735558788
-3.927757162415344,-3.3909825836568555,-0.15401196525820193,-3.636948577583239,-0.715405590100513,3.367264104678604
-0.8869501390925603,0.0190169308603636,1.3029841969684233,3.10699418908494,-4.25471966782136,3.927949383392967
0.7161771707732134,3.475721715925154,0.7471496425943052,-2.71959461228934,-0.2885094430227433,4.687049392423104
-1.6590324829332257,-1.952320404457617,3.2429128876899043,-2.729855912685941,2.8037106012930835,-1.7181121484311501
-1.3623068846935507,-0.9234160585615916,3.577119022792445,-1.574143548300364,3.663126540236025,-3.5910362354064596
-3.625473088222667,0.2706837698386231,0.30392507846882655,-4.4783764244918265,-4.507875969224335,-1.7655255764499902
0.6439865925982815,1.8814241023164477,-4.564271587848444,4.839675525436666,-0.7699099385672739,2.1644911413709895
2.566944462221395,-4.805541492809711,3.9633687113505847,-3.7860953507848705,-3.506579694968025,-3.2411883947885647
-3.913970089661704,-4.634015586145598,1.6368733960435424,-4.077683383931491,0.1952543359290999,-4.747474489184045
0.09652843288329382,-1.7364855244836686,0.21316614580224602,-0.5055775150093389,2.72043340487246,3.913683799993322
2.891266257543757,0.6177674567268152,-0.1592439888559829,0.9499914001442189,-4.407695244184752,-0.922939149648049
3.095934332821688,3.443668794541063,-4.220483067707459,0.49533545096621356,3.740132665134098,-3.464543656590541
-1.450350199767123,4.9835909926925215,-4.889903917342906,2.907527193228403,-1.1336786384490338,4.526116453590722
-4.6903412608224615,-4.829502036619835,-1.816931515654574,3.909536301942289,1.1239255572334237,1.010848706520516
1.6172698176911222,0.07523064188616324,-4.228913766792434,-3.817741914682782,-1.990093867139354,4.542116146181613
2.3607735652185733,-2.222780524032082,-0.9019824819906557,1.601967608408441,2.84199011833263,-1.1593492214011327
4.714716674734417,4.482219295266404,-4.101055337563645,4.806976989310659,-1.1174606239983653,-3.665301284833431
-2.153461123700473,-4.974407708515109,-3.83502445008021,1.1279706440948898,-1.1583461443866918,-0.029902650435140288
3.9809882190807535,2.551989310573756,-1.5621721578337966,-1.7871653874204965,2.5830967452632967,-2.361359596338306
0.3054377877216492,-1.5921707902559321,3.2159015932305355,4.392037527668988,-2.3090847752237407,2.9506334785478447
-3.1020411041963145,-3.7389503538233084,-4.711407616096009,3.8354881094103597,-4.148705308763473,-2.0468790538889845
-2.5694829759994198,-1.2518893987566395,-4.506847631056799,-3.534033517497103,-1.0046272130737197,-0.37880840463943066
-1.6113811849405266,-1.8071476177691173,-0.7870604701822623,2.3418677443213802,2.7607843859455556,-1.068799980672991
-0.23847664356774523,2.6087135743257663,-4.695027493812511,3.0377077440714846,0.41225686515889226,3.541673398556199
-4.6219983922465975,-2.2144003839464066,2.7709136365623195,-0.35964564966971313,-4.168961261141818,-1.6731534403352843
4.5926261635678856,-3.9539400720384075,-4.451741659528197,-4.136873883181641,2.848277981054766,2.2912552069263796
-0.5118600274203384,1.0253544691608116,2.5724201490077405,2.0907467651556875,-1.2513121055797138,3.7428733422378517
-4.33294298102396,-0.6632483630857031,1.9077442052581004,-4.999588191269004,-0.17560378390417242,1.9936108146402596
1.8992618445035756,-2.3615114919361946,-2.4803700417956396,-4.24271899152167,2.752111664057134,0.825236513627746
4.275252107644089,-0.5898232987484588,4.95702255545595,-2.505199972892207,-1.9593288230984838,3.3262239789340615
-0.5938981764024609,3.0582381508471403,4.0909659037203525,3.461419215759415,-0.6153183928596224,-3.4042409931527917
4.574182152860223,3.282622467297413,-4.324158015169738,4.970607607190704,-2.797492124167026,4.8236790194224906
2.462456109930442,-0.7451202550868752,1.4610552966568182,2.715095743580398,-2.95724231487986,1.991533440667455
-0.5345527836724253,-2.1555441749681803,-2.6990487783727146,-0.4834003965236455,-4.799450489723382,-3.8403504488002795
0.7150512505697426,4.231598624091058,4.3448942182661305,0.9175932290310884,0.3275231445444824,0.458422499508476
3.505254909874756,-4.339768630009731,-4.225973204323125,-1.8506542063461549,2.864699984956779,-2.7691018315234137
4.136132246976906,-1.9565434142655223,-3.8171381249202585,3.8288551330242697,-0.7159480468293422,2.5755441659903138
0.09658818631243626,-3.38797139612835,-1.5411779063033446,4.950276486365814,0.13558546168493368,3.112571483361023
-2.756587305546799,2.5066930735509168,3.045189044539981,0.4476321483703156,-2.96083940800382,-4.310441693907
-0.38869460492922947,-1.3094557795204276,-3.4260413070284192,1.028308893788708,-0.6006244205019273,-4.9713513866484895
1.4260897541180988,-3.9553656619082043,3.0821605379320136,-3.3466310443833516,-1.154190988399555,2.359773904188823
-1.8119822251499764,0.38348301242716243,-0.729165246313701,-4.941922878095099,1.3127645708558884,-4.8307348375543775
4.604647062733687,-0.6303813056878393,-1.6533103097933113,1.0873343251372276,4.375440299611521,-0.6457544492389822
-2.705009808278364,3.073267233156926,-0.47069896550900836,-1.9495283176879372,0.8631218971446319,-2.234540455531775
-3.741464214231276,-1.0181671779030288,3.563639189212294,3.503380741292407,-2.8603287954078604,-0.424551026322483
0.8709580075657897,2.664322033731789,-2.2309554816322064,4.076318578556213,1.2483309672529117,-2.6009924109128804
-1.3055608145788735,3.089076272216367,4.4384872374035815,-3.0874314632639277,-2.483347645770919,2.3428029790976463
2.8524814687228597,1.3411520557588084,-1.8155349753344172,4.951968165404136,4.243916487940531,1.0627978667116516
-3.8711863429963858,-1.8246703626309015,-3.4449724322645734,-3.9704033637557936,-2.4482026041493485,2.980053855195618
4.511707209227575,-0.21986208371720828,0.84467691966079,2.9461762860771508,-1.0179281383155283,-0.9025797741999666
-3.6992052646925733,4.694046200967131,-2.4635977076660023,-2.5799262093582676,-0.3032496513358929,4.092993834744197
0.09309762940708932,3.5730504324025354,-2.4405615698878034,3.615804779504307,2.6359034221379645,2.344307651913459
-0.4905225467580552,-3.601507157103968,-0.6048587055207513,-0.10015765622913086,3.4855923463612513,-2.8245026788450565
-3.125570651006797,-1.8138170207648763,4.979691501566043,-4.51756976022296,-1.5956614487236753,0.4527990220894793
-4.333462801794635,1.675595784623253,3.004255037646267,-1.3546272305155638,-4.077532484771385,1.9729569692364946
1.5711877158775351,2.007230377190031,1.0773369428053634,-1.7937414136963845,4.590338373438426,-1.286253755287543
4.722525254487163,-0.4577137454776983,0.23874492883491705,3.835645987596104,0.23317871382251365,-0.4574306610106511
-2.9205121632929263,-4.445167727132008,3.706823388384727,0.5272019632427245,-3.531439720155556,-2.903431782066871
0.33772247181546433,-2.846251850138284,-4.823267494418406,2.626280991949738,1.1554154734808275,-4.369260058690946
1.7760966404673093,-0.8935561172882123,-3.9251418949021932,0.9342357217640949,2.7212796937396995,4.8795136657246925
-1.0663205263902062,4.03774998718778,-2.0720548164636376,2.0353888974294696,-0.2506800695095093,2.8376409981069903
2.5685308240322566,3.8918871473316194,-1.1941140683690197,-4.817994495501009,-2.247507403607747,4.090312331173811
-4.698922479239417,-2.2210083163181205,-3.351867764716703,-1.807996606779645,-1.7662365633003416,4.319329178290181
4.499317749394804,-3.4284252198049137,-0.7162797189671313,2.8827839668336344,-1.5814201214749701,4.498885281556442
-0.05926974930011131,4.381036529807719,-3.38998622839049,-3.710275637970466,-0.7456332623727366,0.06399168022343549
-1.6290144911219704,-1.3868279834074881,-1.4772397282294856,3.3631456000678774,2.1384287974996212,4.430330584044004
-2.467891801818763,0.661046587172267,3.291471009473417,-2.500810959553028,4.395404037732964,0.09966690955430657
-3.5640598439871294,3.471874313011753,2.590468130376302,0.17557284444732169,1.7838673037159767,2.376919078223935
-4.501210874149855,1.637216048263424,2.7057526450719163,-2.7268713828837967,0.4795521721469065,-4.855992558125183
0.8006296224290459,0.5519131417059437,2.9068848158582226,-3.671641942661087,-2.0923717588402213,-4.309655639050424
2.2803701151308893,2.3556976109915304,-2.455112922453467,4.361886280717462,-4.6667580502598565,-1.044386406742186
-0.9573301942398995,-4.781373261051294,-0.662222182172119,-1.8233907291437292,1.9600884354901833,-3.147661594825472
-3.6172269425222057,2.0713678142900225,1.52565736968406,2.394197114207257,-1.917094334349362,2.653276654452866
3.44125359751005,0.6675307264244879,3.413885644301992,-0.24902009321600715,2.290796184012155,-2.2166786614077494
-1.7509696778094233,-1.4518100176497373,4.966694546803094,3.7787828855943477,2.842704771755125,-2.441471613526761
2.7814834844458725,2.1406617966868735,2.4496011947590732,-0.8553607612190826,-3.8783976585626845,0.6794503907337646
-1.7759609318003,-2.745297663474685,0.28074875556057055,4.448859017793801,2.206075402503963,-3.3012259639840593
2.1771438634153695,1.2426848469644902,3.3314104502563335,-0.6919242509357737,0.3208416130355456,3.6387739033488344
-3.428745959151227,-3.267926912040544,-1.0499599892939662,0.5234467398601881,-2.873223464713379,3.81352736684528
-0.15741096609725247,4.568596205156721,4.789471507427185,-3.0277428123908976,1.5846740520303495,3.038043229228556
4.771473629719377,-2.497353124885484,4.5178582186594145,-4.669906224835875,3.8183187094538464,-2.55298558995541
4.107037428406201,-2.7011305583982868,-1.6425603457274418,1.3637939213495809,-4.181920370804488,-0.5542945528673702
2.179288790033434,-1.2366080722304118,-2.8982453239299,-2.234547554813661,4.885883665992381,3.691484663194702
-0.455492658468005,4.355176583461702,3.22231348931704,2.02617772392413,3.5518266327308243,1.1197101772767386
4.6180765903749865,-0.10512782695836087,-3.416944163658161,4.421026366749672,1.6247362106361516,1.8116775677293786
-1.9066610278383234,2.806620246003205,2.795215634191374,-1.3575060259451721,-2.150773304479184,2.4989442192297053
2.0321096050017395,-1.4444556214677928,-0.1702105134181302,2.784066310331297,1.6295352524877433,3.1914087853266118
-0.2723107408426255,3.3676138257287604,1.3488147028710031,0.5924982470999316,-1.402713919826446,1.4437585491252003
2.8839122665071057,3.098246214085531,-0.2604837696765845,-0.6744847095728765,-3.5865104466770994,3.61302469380907
-2.868934392449064,-0.3294626412546986,-4.328160855460421,-0.12785532590925364,0.3528293947722627,-3.327612781613023
0.16871345001447136,-2.772993449369079,3.1877155361647116,-3.176186260321291,2.9884664012513653,-0.08962139775333
-4.161112184403707,-3.5216893010670622,-0.44443934883715475,2.898512440374775,-1.8888311912422227,3.659063348065242
1.4821903414304423,2.114617469192802,-2.1083391867718637,3.862316165231288,-4.8456303080268714,-4.6422331697904315
-4.861729353345332,2.908315590972556,3.9805677792681013,-4.464626731202058,2.977187585905927,0.9614041303323724
